ID,DESCRIPTION,Attribut1,Additional Feature,Application,Characteristic,Temp,Height,Length in mm,Rating,Material,Size,Code,Joule-integral-Nom (J),LC Risk,Maximum AC Voltage Rating,Maximum DC Voltage Rating,Maximum Power Dissipation,Mounting,Mounting Feature,Number of Terminals,Operating Temperature-Max (Cel),Operating Temperature-Min (Cel),Physical Dimension,Pre-arcing time-Min (ms),Product Diameter,Product Length,Rated Breaking Capacity (A),Rated Current (A),Rated Voltage (V),Rated Voltage(AC) (V),Rated Voltage(DC) (V),combined_text
A693,"Indicator Chip Fast Movement 1A 63V SMD Solder Pad 1206 Ceramic T/R CSA/UL Electric Indicator, Fast Blow, 1A, 63VAC, 63VDC, 50A (IR), Surface Mount, 1206",Fast,,Automotive Electronic|Data Modem|LCD Display|Scanners,FAST,1.63mm,0.82mm,3.2mm,1A,Ceramic,1206,e3,0.1J,Low,63V,63V,0.415(Typ)W,Surface Mount,SURFACE MOUNT,2.0,150Cel,-55Cel,3.2mm  x  1.63mm  x  0.82mm,,,3.12mm,50A,1A,63V,63V,63V,indicator chip fast movement 1a 63v smd solder pad 1206 ceramic t r csa ul electric indicator fast blow 1a 63vac 63vdc 50a ir surface mount 1206 automotive electronic data modem lcd display scanners fast ceramic 1206
A695,"Indicator Chip Fast Movement 2A 63V SMD Solder Pad 1206 Ceramic T/R CSA/UL Electric Indicator, Fast Blow, 2A, 63VAC, 63VDC, 50A (IR), Surface Mount, 1206",Fast,,Automotive Electronic|Data Modem|LCD Display|Scanners,FAST,1.63mm,0.82mm,3.2mm,2A,Ceramic,1206,e3,0.144J,Low,63V,63V,0.345(Typ)W,Surface Mount,SURFACE MOUNT,2.0,150Cel,-55Cel,3.2mm  x  1.63mm  x  0.82mm,,,3.12mm,50A,2A,63V,63V,63V,indicator chip fast movement 2a 63v smd solder pad 1206 ceramic t r csa ul electric indicator fast blow 2a 63vac 63vdc 50a ir surface mount 1206 automotive electronic data modem lcd display scanners fast ceramic 1206
A696,"Indicator Chip Fast Movement 3A 32V SMD Solder Pad 1206 Ceramic T/R CSA/UL Electric Indicator, Fast Blow, 3A, 32VAC, 35VDC, 50A (IR), Surface Mount, 1206",Fast,,Automotive Electronic|Data Modem|LCD Display|Scanners,FAST,1.63mm,0.82mm,3.2mm,3A,Ceramic,1206,e2,0.4J,Low,32V,32V,0.462(Typ)W,Surface Mount,SURFACE MOUNT,2.0,150Cel,-55Cel,3.2mm  x  1.63mm  x  0.82mm,,,3.12mm,50A,3A,35V,32V,35V,indicator chip fast movement 3a 32v smd solder pad 1206 ceramic t r csa ul electric indicator fast blow 3a 32vac 35vdc 50a ir surface mount 1206 automotive electronic data modem lcd display scanners fast ceramic 1206
A697,"Indicator Chip Fast Movement 4A 32V SMD Solder Pad 1206 Ceramic T/R CSA/UL Electric Indicator, Fast Blow, 4A, 32VAC, 35VDC, 50A (IR), Surface Mount, 1206",Fast,,Automotive Electronic|Data Modem|LCD Display|Scanners,FAST,1.63mm,0.82mm,3.2mm,4A,Ceramic,1206,e3,1.024J,Low,32V,32V,0.618(Typ)W,Surface Mount,SURFACE MOUNT,2.0,150Cel,-55Cel,3.2mm  x  1.63mm  x  0.82mm,,,3.12mm,50A,4A,35V,32V,35V,indicator chip fast movement 4a 32v smd solder pad 1206 ceramic t r csa ul electric indicator fast blow 4a 32vac 35vdc 50a ir surface mount 1206 automotive electronic data modem lcd display scanners fast ceramic 1206
A698,"Indicator Chip Fast Movement 5A 32V SMD Solder Pad 1206 Ceramic T/R CSA/UL Electric Indicator, Fast Blow, 5A, 32VAC, 35VDC, 50A (IR), Surface Mount, 1206",Fast,,Automotive Electronic|Data Modem|LCD Display|Scanners,FAST,1.63mm,0.82mm,3.2mm,5A,Ceramic,1206,e3,1.936J,Low,32V,32V,0.484(Typ)W,Surface Mount,SURFACE MOUNT,2.0,150Cel,-55Cel,3.2mm  x  1.63mm  x  0.82mm,,,3.12mm,50A,5A,35V,32V,35V,indicator chip fast movement 5a 32v smd solder pad 1206 ceramic t r csa ul electric indicator fast blow 5a 32vac 35vdc 50a ir surface mount 1206 automotive electronic data modem lcd display scanners fast ceramic 1206
A699,"Indicator Chip Fast Movement 7A 32V SMD Solder Pad 1206 Ceramic T/R CSA/UL Electric Indicator, Fast Blow, 7A, 32VAC, 35VDC, 50A (IR), Surface Mount, 1206",Fast,,Automotive Electronic|Data Modem|LCD Display|Scanners,FAST,1.63mm,0.82mm,3.2mm,7A,Ceramic,1206,e3,4.9J,Low,32V,32V,0.76(Typ)W,Surface Mount,SURFACE MOUNT,2.0,150Cel,-55Cel,3.2mm  x  1.63mm  x  0.82mm,,,3.12mm,50A,7A,35V,32V,35V,indicator chip fast movement 7a 32v smd solder pad 1206 ceramic t r csa ul electric indicator fast blow 7a 32vac 35vdc 50a ir surface mount 1206 automotive electronic data modem lcd display scanners fast ceramic 1206
A700,"Indicator Chip Fast Movement 8A 32V SMD Solder Pad 1206 Ceramic T/R CSA/UL Electric Indicator, Fast Blow, 8A, 32VAC, 35VDC, 50A (IR), Surface Mount, 1206",Fast,,Automotive Electronic|Data Modem|LCD Display|Scanners,FAST,1.63mm,0.82mm,3.2mm,8A,Ceramic,1206,e3,6.4J,Low,32V,32V,0.539(Typ)W,Surface Mount,SURFACE MOUNT,2.0,150Cel,-55Cel,3.2mm  x  1.63mm  x  0.82mm,,,3.12mm,50A,8A,35V,32V,35V,indicator chip fast movement 8a 32v smd solder pad 1206 ceramic t r csa ul electric indicator fast blow 8a 32vac 35vdc 50a ir surface mount 1206 automotive electronic data modem lcd display scanners fast ceramic 1206
A701,"Indicator Chip Fast Movement 1.5A 63V SMD Solder Pad 1206 Ceramic T/R CSA/UL Electric Indicator, Fast Blow, 1.5A, 63VAC, 63VDC, 50A (IR), Surface Mount, 1206",Fast,,Automotive Electronic|Data Modem|LCD Display|Scanners,FAST,1.63mm,0.82mm,3.2mm,1.5A,Ceramic,1206,e3,0.324J,Low,63V,63V,0.579(Typ)W,Surface Mount,SURFACE MOUNT,2.0,150Cel,-55Cel,3.2mm  x  1.63mm  x  0.82mm,,,3.12mm,50A,1.5A,63V,63V,63V,indicator chip fast movement 1 5a 63v smd solder pad 1206 ceramic t r csa ul electric indicator fast blow 1 5a 63vac 63vdc 50a ir surface mount 1206 automotive electronic data modem lcd display scanners fast ceramic 1206
A703,"Indicator Chip Fast Movement 2.5A 32V SMD Solder Pad 1206 Ceramic T/R CSA/UL Electric Indicator, Fast Blow, 2.5A, 32VAC, 35VDC, 50A (IR), Surface Mount, 1206",Fast,,Automotive Electronic|Data Modem|LCD Display|Scanners,FAST,1.63mm,0.82mm,3.2mm,2.5A,Ceramic,1206,e3,0.225J,Low,32V,32V,0.363(Typ)W,Surface Mount,SURFACE MOUNT,2.0,150Cel,-55Cel,3.2mm  x  1.63mm  x  0.82mm,,,3.12mm,50A,2.5A,35V,32V,35V,indicator chip fast movement 2 5a 32v smd solder pad 1206 ceramic t r csa ul electric indicator fast blow 2 5a 32vac 35vdc 50a ir surface mount 1206 automotive electronic data modem lcd display scanners fast ceramic 1206
A704,"Indicator Chip Fast Movement 3.5A 32V SMD Solder Pad 1206 Ceramic T/R CSA/UL Electric Indicator, Fast Blow, 3.5A, 32VAC, 35VDC, 50A (IR), Surface Mount, 1206",Fast,,Automotive Electronic|Data Modem|LCD Display|Scanners,FAST,1.63mm,0.82mm,3.2mm,3.5A,Ceramic,1206,e3,0.576J,Low,32V,32V,0.56(Typ)W,Surface Mount,SURFACE MOUNT,2.0,150Cel,-55Cel,3.2mm  x  1.63mm  x  0.82mm,,,3.12mm,50A,3.5A,35V,32V,35V,indicator chip fast movement 3 5a 32v smd solder pad 1206 ceramic t r csa ul electric indicator fast blow 3 5a 32vac 35vdc 50a ir surface mount 1206 automotive electronic data modem lcd display scanners fast ceramic 1206
A705,"Indicator Chip Fast Movement 1.25A 63V SMD Solder Pad 1206 Ceramic T/R CSA/UL Electric Indicator, Fast Blow, 1.25A, 63VAC, 63VDC, 50A (IR), Surface Mount, 1206",Fast,,Automotive Electronic|Data Modem|LCD Display|Scanners,FAST,1.63mm,0.82mm,3.2mm,1.25A,Ceramic,1206,e3,0.256J,Low,63V,63V,0.496(Typ)W,Surface Mount,SURFACE MOUNT,2.0,150Cel,-55Cel,3.2mm  x  1.63mm  x  0.82mm,,,3.2mm,50A,1.25A,63V,63V,63V,indicator chip fast movement 1 25a 63v smd solder pad 1206 ceramic t r csa ul electric indicator fast blow 1 25a 63vac 63vdc 50a ir surface mount 1206 automotive electronic data modem lcd display scanners fast ceramic 1206
A706,"Indicator Chip Fast Movement 1.75A 63V SMD Solder Pad 1206 Ceramic T/R CSA/UL Electric Indicator, Fast Blow, 1.75A, 63VAC, 63VDC, 50A (IR), Surface Mount, 1206",Fast,,Automotive Electronic|Data Modem|LCD Display|Scanners,FAST,1.63mm,0.82mm,3.2mm,1.75A,Ceramic,1206,e2,0.075J,Low,63V,63V,0.474(Typ)W,Surface Mount,SURFACE MOUNT,2.0,150Cel,-55Cel,3.2mm  x  1.63mm  x  0.82mm,,,3.12mm,50A,1.75A,63V,63V,63V,indicator chip fast movement 1 75a 63v smd solder pad 1206 ceramic t r csa ul electric indicator fast blow 1 75a 63vac 63vdc 50a ir surface mount 1206 automotive electronic data modem lcd display scanners fast ceramic 1206
A707,"Indicator Chip Fast Movement 0.25A 125V SMD Solder Pad 1206 Ceramic T/R CSA/UL Electric Indicator, Fast Blow, 0.25A, 125VAC, 125VDC, 50A (IR), Surface Mount, 1206",Fast,,Automotive Electronic|Data Modem|LCD Display|Scanners,FAST,1.63mm,0.82mm,3.2mm,0.25A,Ceramic,1206,e3,0.003J,Low,125V,125V,0.195(Typ)W,Surface Mount,SURFACE MOUNT,2.0,150Cel,-55Cel,3.2mm  x  1.63mm  x  0.82mm,,,3.12mm,50A,0.25A,125V,125V,125V,indicator chip fast movement 0 25a 125v smd solder pad 1206 ceramic t r csa ul electric indicator fast blow 0 25a 125vac 125vdc 50a ir surface mount 1206 automotive electronic data modem lcd display scanners fast ceramic 1206
A708,"Indicator Chip Fast Movement 0.375A 125V SMD Solder Pad 1206 Ceramic T/R CSA/UL Electric Indicator, Fast Blow, 0.375A, 125VAC, 125VDC, 50A (IR), Surface Mount, 1206",Fast,,Automotive Electronic|Data Modem|LCD Display|Scanners,FAST,1.63mm,0.82mm,3.2mm,0.375A,Ceramic,1206,e3,0.01J,Low,125V,125V,0.225(Typ)W,Surface Mount,SURFACE MOUNT,2.0,150Cel,-55Cel,3.2mm  x  1.63mm  x  0.82mm,,,3.12mm,50A,0.375A,125V,125V,125V,indicator chip fast movement 0 375a 125v smd solder pad 1206 ceramic t r csa ul electric indicator fast blow 0 375a 125vac 125vdc 50a ir surface mount 1206 automotive electronic data modem lcd display scanners fast ceramic 1206
A709,"Indicator Chip Fast Movement 0.5A 63V SMD Solder Pad 1206 Ceramic T/R CSA/UL Electric Indicator, Fast Blow, 0.5A, 63VAC, 63VDC, 50A (IR), Surface Mount, 1206",Fast,,Automotive Electronic|Data Modem|LCD Display|Scanners,FAST,1.63mm,0.82mm,3.2mm,0.5A,Ceramic,1206,e3,0.018J,Low,63V,63V,0.26(Typ)W,Surface Mount,SURFACE MOUNT,2.0,150Cel,-55Cel,3.2mm  x  1.63mm  x  0.82mm,,,3.2mm,50A,0.5A,63V,63V,63V,indicator chip fast movement 0 5a 63v smd solder pad 1206 ceramic t r csa ul electric indicator fast blow 0 5a 63vac 63vdc 50a ir surface mount 1206 automotive electronic data modem lcd display scanners fast ceramic 1206
A710,"Indicator Chip Fast Movement 0.75A 63V SMD Solder Pad 1206 Ceramic T/R CSA/UL Electric Indicator, Fast Blow, 0.75A, 63VAC, 63VDC, 50A (IR), Surface Mount, 1206",Fast,,Automotive Electronic|Data Modem|LCD Display|Scanners,FAST,1.63mm,0.82mm,3.2mm,0.75A,Ceramic,1206,e3,0.064J,Low,63V,63V,0.335(Typ)W,Surface Mount,SURFACE MOUNT,2.0,150Cel,-55Cel,3.2mm  x  1.63mm  x  0.82mm,,,3.2mm,50A,0.75A,63V,63V,63V,indicator chip fast movement 0 75a 63v smd solder pad 1206 ceramic t r csa ul electric indicator fast blow 0 75a 63vac 63vdc 50a ir surface mount 1206 automotive electronic data modem lcd display scanners fast ceramic 1206
A711,"Indicator 1A 32V Fast Movement 2-Pin T/R Electric Indicator, Fast Blow, 1A, 32VDC, 50A (IR), Surface Mount, 0603",Fast,,Automotive Electronic|Battery Pack|Handheld Electronic|Hard Disk Drive,FAST,0.85mm,0.5mm,1.54mm,1A,Ceramic,603,e3,0.0593J,Low,,32V,0.351W,Surface Mount,SURFACE MOUNT,2.0,150Cel,-55Cel,1.54mm  x  0.85mm  x  0.5mm,,,1.54mm,50A,1A,63V,,32V,indicator 1a 32v fast movement 2 pin t r electric indicator fast blow 1a 32vdc 50a ir surface mount 0603 automotive electronic battery pack handheld electronic hard disk drive fast ceramic 603
A713,"Indicator 2A 32V Fast Movement 2-Pin T/R Electric Indicator, Fast Blow, 2A, 12VAC, 32VDC, 50A (IR), Surface Mount, 0603",Fast,,Automotive Electronic|Battery Pack|Handheld Electronic|Hard Disk Drive,FAST,0.85mm,0.5mm,1.54mm,2A,Ceramic,603,e3,0.149J,High,,32V,0.214W,Surface Mount,SURFACE MOUNT,2.0,150Cel,-55Cel,1.54mm  x  0.85mm  x  0.5mm,,,1.54mm,50A,2A,32V,12V,32V,indicator 2a 32v fast movement 2 pin t r electric indicator fast blow 2a 12vac 32vdc 50a ir surface mount 0603 automotive electronic battery pack handheld electronic hard disk drive fast ceramic 603
A715,"Indicator Chip Fast Movement 2A 32V SMD Solder Pad 0603 1.58 X 0.83 X 0.5mm Ceramic T/R Electric Indicator, Fast Blow, 2A, 12VAC, 32VDC, 50A (IR), Surface Mount",Fast,PRE ARCING TIME: OPEN WITHIN 5 SEC AT 250% RATED CURRENT,Automotive Electronic|Battery Pack|Handheld Electronic|Hard Disk Drive,FAST,0.83mm,0.508mm,1.582mm,2A,Ceramic,1.58 X 0.83 X 0.5mm,,0.181J,Low,32V,32V,0.22(Typ)W,Surface Mount,SURFACE MOUNT,2.0,150Cel,-55Cel,1.582mm  x  0.83mm  x  0.508mm,,,1.58mm,50A,2A,,12V,32V,indicator chip fast movement 2a 32v smd solder pad 0603 1 58 x 0 83 x 0 5mm ceramic t r electric indicator fast blow 2a 12vac 32vdc 50a ir surface mount automotive electronic battery pack handheld electronic hard disk drive fast ceramic 1 58 x 0 83 x 0 5mm
A716,"Indicator 3A 32V Fast Movement 2-Pin T/R Electric Indicator, Fast Blow, 3A, 12VAC, 32VDC, 50A (IR), Surface Mount, 0603",Fast,,Automotive Electronic|Battery Pack|Handheld Electronic|Hard Disk Drive,FAST,0.85mm,0.5mm,1.54mm,3A,Ceramic,603,e3,0.2922J,High,,32V,0.279W,Surface Mount,SURFACE MOUNT,2.0,150Cel,-55Cel,1.54mm  x  0.85mm  x  0.5mm,,,1.54mm,50A,3A,32V,12V,32V,indicator 3a 32v fast movement 2 pin t r electric indicator fast blow 3a 12vac 32vdc 50a ir surface mount 0603 automotive electronic battery pack handheld electronic hard disk drive fast ceramic 603
A719,"Indicator 4A 32V Fast Movement 2-Pin T/R Electric Indicator, Fast Blow, 4A, 12VAC, 32VDC, 50A (IR), Surface Mount, 0603",Fast,,Automotive Electronic|Battery Pack|Handheld Electronic|Hard Disk Drive,FAST,0.85mm,0.5mm,1.54mm,4A,Ceramic,603,e3,0.692J,High,,32V,0.316W,Surface Mount,SURFACE MOUNT,2.0,150Cel,-55Cel,1.54mm  x  0.85mm  x  0.5mm,,,1.54mm,50A,4A,32V,12V,32V,indicator 4a 32v fast movement 2 pin t r electric indicator fast blow 4a 12vac 32vdc 50a ir surface mount 0603 automotive electronic battery pack handheld electronic hard disk drive fast ceramic 603
A722,"Indicator 5A 32V Fast Movement 2-Pin T/R Electric Indicator, Fast Blow, 5A, 12VAC, 32VDC, 50A (IR), Surface Mount, 0603",Fast,,Automotive Electronic|Battery Pack|Handheld Electronic|Hard Disk Drive,FAST,0.85mm,0.5mm,1.54mm,5A,Ceramic,603,e3,0.7398J,High,,32V,0.37W,Surface Mount,SURFACE MOUNT,2.0,150Cel,-55Cel,1.54mm  x  0.85mm  x  0.5mm,,,1.54mm,50A,5A,32V,12V,32V,indicator 5a 32v fast movement 2 pin t r electric indicator fast blow 5a 12vac 32vdc 50a ir surface mount 0603 automotive electronic battery pack handheld electronic hard disk drive fast ceramic 603
A724,"Indicator Chip Fast Movement 6A 32V SMD Solder Pad 0603 Ceramic T/R CSA/UL Electric Indicator, Fast Blow, 6A, 12VAC, 24VDC, 50A (IR), Surface Mount, 0603",Fast,,Automotive Electronic|Battery Pack|Handheld Electronic|Hard Disk Drive,FAST,0.85mm,0.5mm,1.54mm,6A,Ceramic,603,e3,1.3838J,High,,32V,0.432(Nom)W,Surface Mount,SURFACE MOUNT,2.0,150Cel,-55Cel,1.54mm  x  0.85mm  x  0.5mm,,,1.54mm,50A,6A,24V,12V,24V,indicator chip fast movement 6a 32v smd solder pad 0603 ceramic t r csa ul electric indicator fast blow 6a 12vac 24vdc 50a ir surface mount 0603 automotive electronic battery pack handheld electronic hard disk drive fast ceramic 603
A727,"Indicator Chip Fast Movement 1.5A 32V SMD Solder Pad 0603 Ceramic T/R CSA/UL Electric Indicator, Fast Blow, 1.5A, 32VDC, 50A (IR), Surface Mount, 0603",Fast,,Automotive Electronic|Battery Pack|Handheld Electronic|Hard Disk Drive,FAST,0.85mm,0.5mm,1.54mm,1.5A,Ceramic,603,e3,0.0902J,Low,,32V,0.552(Nom)W,Surface Mount,SURFACE MOUNT,2.0,150Cel,-55Cel,1.54mm  x  0.85mm  x  0.5mm,,,1.54mm,50A,1.5A,63V,,32V,indicator chip fast movement 1 5a 32v smd solder pad 0603 ceramic t r csa ul electric indicator fast blow 1 5a 32vdc 50a ir surface mount 0603 automotive electronic battery pack handheld electronic hard disk drive fast ceramic 603
A728,"Indicator Chip Fast Movement 2.5A 32V SMD Solder Pad 0603 Ceramic T/R CSA/UL Electric Indicator, Fast Blow, 2.5A, 12VAC, 32VDC, 50A (IR), Surface Mount, 0603",Fast,,Automotive Electronic|Battery Pack|Handheld Electronic|Hard Disk Drive,FAST,0.85mm,0.5mm,1.54mm,2.5A,Ceramic,603,e3,0.1977J,High,,32V,0.238(Nom)W,Surface Mount,SURFACE MOUNT,2.0,150Cel,-55Cel,1.54mm  x  0.85mm  x  0.5mm,,,1.54mm,50A,2.5A,32V,12V,32V,indicator chip fast movement 2 5a 32v smd solder pad 0603 ceramic t r csa ul electric indicator fast blow 2 5a 12vac 32vdc 50a ir surface mount 0603 automotive electronic battery pack handheld electronic hard disk drive fast ceramic 603
A731,"Indicator Chip Fast Movement 3.5A 32V SMD Solder Pad 0603 Ceramic T/R CSA/UL Electric Indicator, Fast Blow, 3.5A, 12VAC, 32VDC, 50A (IR), Surface Mount, 0603",Fast,,Automotive Electronic|Battery Pack|Handheld Electronic|Hard Disk Drive,FAST,0.85mm,0.5mm,1.54mm,3.5A,Ceramic,603,e3,0.4752J,High,,32V,0.287(Nom)W,Surface Mount,SURFACE MOUNT,2.0,150Cel,-55Cel,1.54mm  x  0.85mm  x  0.5mm,,,1.54mm,50A,3.5A,32V,12V,32V,indicator chip fast movement 3 5a 32v smd solder pad 0603 ceramic t r csa ul electric indicator fast blow 3 5a 12vac 32vdc 50a ir surface mount 0603 automotive electronic battery pack handheld electronic hard disk drive fast ceramic 603
A734,"Indicator Chip Fast Movement 1.25A 32V SMD Solder Pad 0603 Ceramic T/R CSA/UL Electric Indicator, Fast Blow, 1.25A, 32VDC, 50A (IR), Surface Mount, 0603",Fast,,Automotive Electronic|Battery Pack|Handheld Electronic|Hard Disk Drive,FAST,0.85mm,0.5mm,1.54mm,1.25A,Ceramic,603,e3,0.051J,Low,,32V,0.456(Nom)W,Surface Mount,SURFACE MOUNT,2.0,150Cel,-55Cel,1.54mm  x  0.85mm  x  0.5mm,,,1.54mm,50A,1.25A,63V,,32V,indicator chip fast movement 1 25a 32v smd solder pad 0603 ceramic t r csa ul electric indicator fast blow 1 25a 32vdc 50a ir surface mount 0603 automotive electronic battery pack handheld electronic hard disk drive fast ceramic 603
A735,"Indicator Chip Fast Movement 1.25A 32V SMD Solder Pad 0603 1.58 X 0.85 X 0.5mm Ceramic T/R Electric Indicator, Fast Blow, 1.25A, 32VAC, 63VDC, 50A (IR), Surface Mount",Fast,PRE ARCING TIME: OPEN WITHIN 5 SEC AT 250% RATED CURRENT,Automotive Navigation System|Battery Management System|Cluster|LED Head Light,FAST,0.85mm,0.51mm,1.58mm,1.25A,Ceramic,1.58 X 0.85 X 0.5mm,,0.051J,Low,32V,63V,0.456W,Surface Mount,SURFACE MOUNT,2.0,150Cel,-55Cel,1.58mm  x  0.85mm  x  0.51mm,,,1.58mm,50A,1.25A,,32V,63V,indicator chip fast movement 1 25a 32v smd solder pad 0603 1 58 x 0 85 x 0 5mm ceramic t r electric indicator fast blow 1 25a 32vac 63vdc 50a ir surface mount automotive navigation system battery management system cluster led head light fast ceramic 1 58 x 0 85 x 0 5mm
A736,"Indicator Chip Fast Movement 1.75A 32V SMD Solder Pad 0603 Ceramic T/R CSA/UL Electric Indicator, Fast Blow, 1.75A, 32VDC, 50A (IR), Surface Mount, 0603",Fast,,Automotive Electronic|Battery Pack|Handheld Electronic|Hard Disk Drive,FAST,0.85mm,0.5mm,1.54mm,1.75A,Ceramic,603,e2,0.144J,Low,,32V,0.54(Nom)W,Surface Mount,SURFACE MOUNT,2.0,150Cel,-55Cel,1.54mm  x  0.85mm  x  0.5mm,,,1.54mm,50A,1.75A,63V,,32V,indicator chip fast movement 1 75a 32v smd solder pad 0603 ceramic t r csa ul electric indicator fast blow 1 75a 32vdc 50a ir surface mount 0603 automotive electronic battery pack handheld electronic hard disk drive fast ceramic 603
A738,"Indicator Chip Fast Movement 0.25A 32V SMD Solder Pad 0603 Ceramic T/R CSA/UL Electric Indicator, Fast Blow, 0.25A, 63VDC, 50A (IR), Surface Mount, 0603",Fast,,Automotive Electronic|Battery Pack|Handheld Electronic|Hard Disk Drive,FAST,0.85mm,0.5mm,1.54mm,0.25A,Ceramic,603,e3,0.0017J,Low,,32V,0.138(Nom)W,Surface Mount,SURFACE MOUNT,2.0,150Cel,-55Cel,1.54mm  x  0.85mm  x  0.5mm,,,1.54mm,50A,0.25A,63V,,63V,indicator chip fast movement 0 25a 32v smd solder pad 0603 ceramic t r csa ul electric indicator fast blow 0 25a 63vdc 50a ir surface mount 0603 automotive electronic battery pack handheld electronic hard disk drive fast ceramic 603
A740,"Indicator Chip Fast Movement 0.375A 32V SMD Solder Pad 0603 Ceramic T/R CSA/UL Electric Indicator, Fast Blow, 0.375A, 32VDC, 50A (IR), Surface Mount, 0603",Fast,,Automotive Electronic|Battery Pack|Handheld Electronic|Hard Disk Drive,FAST,0.85mm,0.5mm,1.54mm,0.375A,Ceramic,603,e3,0.0041J,Low,,32V,0.183(Nom)W,Surface Mount,SURFACE MOUNT,2.0,150Cel,-55Cel,1.54mm  x  0.85mm  x  0.5mm,,,1.54mm,50A,0.375A,63V,,32V,indicator chip fast movement 0 375a 32v smd solder pad 0603 ceramic t r csa ul electric indicator fast blow 0 375a 32vdc 50a ir surface mount 0603 automotive electronic battery pack handheld electronic hard disk drive fast ceramic 603
A742,"Indicator Chip Fast Movement 0.5A 32V SMD Solder Pad 0603 Ceramic T/R CSA/UL Electric Indicator, Fast Blow, 0.5A, 32VDC, 50A (IR), Surface Mount, 0603",Fast,,Automotive Electronic|Battery Pack|Handheld Electronic|Hard Disk Drive,FAST,0.85mm,0.5mm,1.54mm,0.5A,Ceramic,603,e3,0.01J,Low,,32V,0.243(Nom)W,Surface Mount,SURFACE MOUNT,2.0,150Cel,-55Cel,1.54mm  x  0.85mm  x  0.5mm,,,1.54mm,50A,0.5A,63V,,32V,indicator chip fast movement 0 5a 32v smd solder pad 0603 ceramic t r csa ul electric indicator fast blow 0 5a 32vdc 50a ir surface mount 0603 automotive electronic battery pack handheld electronic hard disk drive fast ceramic 603
A743,"Indicator Chip Fast Movement 0.75A 32V SMD Solder Pad 0603 Ceramic T/R CSA/UL Electric Indicator, Fast Blow, 0.75A, 32VDC, 50A (IR), Surface Mount, 0603",Fast,,Automotive Electronic|Battery Pack|Handheld Electronic|Hard Disk Drive,FAST,0.85mm,0.5mm,1.54mm,0.75A,Ceramic,603,e3,0.0281J,Low,,32V,0.284(Nom)W,Surface Mount,SURFACE MOUNT,2.0,150Cel,-55Cel,1.54mm  x  0.85mm  x  0.5mm,,,1.54mm,50A,0.75A,63V,,32V,indicator chip fast movement 0 75a 32v smd solder pad 0603 ceramic t r csa ul electric indicator fast blow 0 75a 32vdc 50a ir surface mount 0603 automotive electronic battery pack handheld electronic hard disk drive fast ceramic 603
A744,"Indicator Chip Fast Movement 0.75A 32V SMD Solder Pad 0603 1.58 X 0.85 X 0.5mm Ceramic T/R Electric Indicator, Fast Blow, 0.75A, 32VAC, 63VDC, 50A (IR), Surface Mount",Fast,PRE ARCING TIME: OPEN WITHIN 5 SEC AT 250% RATED CURRENT,Automotive Navigation System|Battery Management System|Cluster|LED Head Light,FAST,0.85mm,0.51mm,1.58mm,0.75A,Ceramic,1.58 X 0.85 X 0.5mm,e3,0.0281J,Low,32V,63V,0.284W,Surface Mount,SURFACE MOUNT,2.0,150Cel,-55Cel,1.58mm  x  0.85mm  x  0.51mm,,,1.58mm,50A,0.75A,,32V,63V,indicator chip fast movement 0 75a 32v smd solder pad 0603 1 58 x 0 85 x 0 5mm ceramic t r electric indicator fast blow 0 75a 32vac 63vdc 50a ir surface mount automotive navigation system battery management system cluster led head light fast ceramic 1 58 x 0 85 x 0 5mm
A745,"Indicator Chip 1A 50V SMD Solder Pad 1206 Ceramic T/R CSA/UL Electric Indicator, 1A, 50VAC, 50VDC, 50A (IR), Surface Mount, 1206",,,Automotive Electronics,,1.63mm,0.82mm,3.2mm,1A,Ceramic,3.2 X 1.63 X 0.82mm,e3,0.21054J,Low,50V,50V,0.346(Nom)W,Surface Mount,SURFACE MOUNT,2.0,150Cel,-55Cel,3.2mm  x  1.63mm  x  0.82mm,,,3.2mm,50A,1A,50V,50V,50V,indicator chip 1a 50v smd solder pad 1206 ceramic t r csa ul electric indicator 1a 50vac 50vdc 50a ir surface mount 1206 automotive electronics ceramic 3 2 x 1 63 x 0 82mm
